Momentum (GeV/c),Theta (Deg),Eta,Delta p / p,DCA-rPhi [um],DCA-z [um]
25.0000,17.8720,1.850000,0.00977,6.92943,18.43197
25.0000,17.0130,1.900000,0.00731,7.17877,19.89728
25.0000,16.1950,1.950000,0.00771,7.59744,22.38068
25.0000,15.4150,2.000000,0.00813,8.05461,25.20878
25.0000,14.6710,2.050000,0.00926,10.93708,39.60238
25.0000,13.9630,2.100000,0.00974,11.2273,42.97715
25.0000,13.2880,2.150000,0.01025,11.56181,46.79848
25.0000,12.6460,2.200000,0.01078,11.94391,51.12165
25.0000,12.0330,2.250000,0.01134,12.37961,56.0386
25.0000,11.4510,2.300000,0.01192,12.87111,61.60493
25.0000,10.8960,2.350000,0.01254,13.42537,67.93861
25.0000,10.3670,2.400000,0.01319,14.04765,75.14817
25.0000,9.8640,2.450000,0.01387,14.74194,83.33856
25.0000,9.3850,2.500000,0.01459,15.51497,92.65947
25.0000,8.9290,2.550000,0.01534,16.37267,103.26601
25.0000,8.4960,2.600000,0.01613,17.31896,115.30349
25.0000,8.0830,2.650000,0.02006,24.00869,140.98965
25.0000,7.6900,2.700000,0.0211,24.90802,156.00093
25.0000,7.3160,2.750000,0.02219,25.92111,173.0712
25.0000,6.9600,2.800000,0.02334,27.05851,192.49397
25.0000,6.6210,2.850000,0.02454,28.33164,214.60832
25.0000,6.2990,2.900000,0.0258,29.74834,239.72377
25.0000,5.9920,2.950000,0.02714,31.32583,268.35574
25.0000,5.7000,3.000000,0.02853,33.07332,300.92218
30.0000,174.3000,-3.000000,0.0304,28.3921,252.78951
30.0000,174.0080,-2.950000,0.02891,26.98193,225.67695
30.0000,173.7010,-2.900000,0.02749,25.71337,201.84023
30.0000,173.3790,-2.850000,0.02614,24.57827,180.93047
30.0000,173.0400,-2.800000,0.02485,23.56204,162.51771
30.0000,172.6840,-2.750000,0.02363,22.65768,146.34348
30.0000,172.3100,-2.700000,0.02247,21.85529,132.12472
30.0000,171.9170,-2.650000,0.02136,21.14579,119.61645
30.0000,171.5040,-2.600000,0.01677,14.8195,97.398
30.0000,171.0710,-2.550000,0.01595,14.05175,87.38539
30.0000,170.6150,-2.500000,0.01517,13.35797,78.56235
30.0000,170.1360,-2.450000,0.01442,12.73467,70.80741
30.0000,169.6330,-2.400000,0.01371,12.17673,63.99101
30.0000,169.1040,-2.350000,0.01303,11.67836,57.98815
30.0000,168.5490,-2.300000,0.01239,11.23602,52.71115
30.0000,167.9670,-2.250000,0.01178,10.84516,48.06941
30.0000,167.3540,-2.200000,0.01119,10.49989,43.96456
30.0000,166.7120,-2.150000,0.01064,10.19815,40.35031
30.0000,166.0370,-2.100000,0.01011,9.9349,37.15007
30.0000,165.3290,-2.050000,0.00961,9.70726,34.318
30.0000,164.5850,-2.000000,0.00837,7.01547,21.07243
30.0000,163.8050,-1.950000,0.00793,6.6436,18.72202
30.0000,162.9870,-1.900000,0.00751,6.30369,16.65973
30.0000,162.1280,-1.850000,0.01026,6.19739,15.13915
30.0000,161.2280,-1.800000,0.00968,5.90217,13.50687
30.0000,160.2840,-1.750000,0.00883,5.35243,12.25986
30.0000,159.2940,-1.700000,0.00833,5.06843,10.99008
30.0000,158.2570,-1.650000,0.00786,4.80819,9.86722
30.0000,157.1710,-1.600000,0.00741,4.56991,8.87592
30.0000,156.0340,-1.550000,0.01178,4.78666,8.07766
30.0000,154.8430,-1.500000,0.01101,4.55562,7.28849
30.0000,153.5980,-1.450000,0.01029,4.34411,6.59735
30.0000,152.2950,-1.400000,0.00961,4.15019,5.99244
30.0000,150.9330,-1.350000,0.00898,3.97257,5.46474
30.0000,149.5110,-1.300000,0.0084,3.81003,5.00586
30.0000,148.0250,-1.250000,0.01722,4.64284,4.6273
30.0000,146.4760,-1.200000,0.01582,4.41806,4.28667
30.0000,144.8610,-1.150000,0.01453,4.21214,3.99236
30.0000,143.1780,-1.100000,0.01333,4.02336,3.73858
30.0000,141.4260,-1.050000,0.01221,3.85022,3.5203
30.0000,139.6050,-1.000000,0.01118,3.69149,3.33301
30.0000,137.7130,-0.950000,0.0095,3.4728,3.1549
30.0000,135.7500,-0.900000,0.36489,21.98811,4.03692
30.0000,133.7150,-0.850000,0.00963,3.398,2.86514
30.0000,131.6080,-0.800000,0.00979,3.36964,2.76262
30.0000,129.4310,-0.750000,0.00996,3.34496,2.67485
30.0000,127.1830,-0.700000,0.01013,3.32351,2.5998
30.0000,124.8670,-0.650000,0.0103,3.30491,2.53585
30.0000,122.4830,-0.600000,0.01047,3.28881,2.48147
30.0000,120.0340,-0.550000,0.01064,3.27491,2.43541
30.0000,117.5240,-0.500000,0.01081,3.26297,2.39657
30.0000,114.9550,-0.450000,0.01096,3.25276,2.36395
30.0000,112.3310,-0.400000,0.01111,3.24408,2.33673
30.0000,109.6560,-0.350000,0.01125,3.23676,2.3142
30.0000,106.9370,-0.300000,0.01138,3.23068,2.29578
30.0000,104.1770,-0.250000,0.01149,3.22571,2.28096
30.0000,101.3840,-0.200000,0.01158,3.22177,2.26936
30.0000,98.5620,-0.150000,0.01165,3.21878,2.26064
30.0000,95.7200,-0.100000,0.0117,3.21668,2.25458
30.0000,92.8640,-0.050000,0.01173,3.21543,2.25101
30.0000,90.0000,0.000000,0.01175,3.21502,2.27214
30.0000,87.1360,0.050000,0.01173,3.21541,2.2809
30.0000,84.2800,0.100000,0.0117,3.21664,2.28472
30.0000,81.4380,0.150000,0.01165,3.21872,2.29121
30.0000,78.6160,0.200000,0.01158,3.2217,2.30053
30.0000,75.8230,0.250000,0.01148,3.22562,2.31293
30.0000,73.0630,0.300000,0.01138,3.23057,2.32872
30.0000,70.3440,0.350000,0.01125,3.23663,2.34832
30.0000,67.6690,0.400000,0.01111,3.24393,2.37224
30.0000,65.0450,0.450000,0.01096,3.25259,2.40108
30.0000,62.4760,0.500000,0.01081,3.26279,2.43558
30.0000,59.9660,0.550000,0.01064,3.27472,2.47657
30.0000,57.5170,0.600000,0.01047,3.2886,2.52509
30.0000,55.1330,0.650000,0.0103,3.30469,2.58228
30.0000,52.8170,0.700000,0.01013,3.32329,2.64944
30.0000,50.5690,0.750000,0.00996,3.34474,2.72816
30.0000,48.3920,0.800000,0.00979,3.36942,2.82016
30.0000,46.2850,0.850000,0.00963,3.39779,2.92754
30.0000,44.2500,0.900000,0.36489,21.98874,4.02601
30.0000,42.2870,0.950000,0.0095,3.47281,3.23291
30.0000,40.3950,1.000000,0.01118,3.69149,3.40555
30.0000,38.5740,1.050000,0.01221,3.85023,3.59671
30.0000,36.8220,1.100000,0.01333,4.02336,3.81914
30.0000,35.1390,1.150000,0.01453,4.21215,4.07744
30.0000,33.5240,1.200000,0.01582,4.41807,4.37678
30.0000,31.9750,1.250000,0.01722,4.64286,4.72308
30.0000,30.4890,1.300000,0.0084,3.80999,5.22581
30.0000,29.0670,1.350000,0.00898,3.97253,5.69908
30.0000,27.7050,1.400000,0.00961,4.15013,6.24216
30.0000,26.4020,1.450000,0.01029,4.34404,6.86373
30.0000,25.1570,1.500000,0.01101,4.55554,7.57313
30.0000,23.9660,1.550000,0.01178,4.78656,8.38258
30.0000,22.8290,1.600000,0.00741,4.56994,8.94979
30.0000,21.7430,1.650000,0.00786,4.80822,9.96111
30.0000,20.7060,1.700000,0.00833,5.06845,11.10914
30.0000,19.7160,1.750000,0.00883,5.35246,12.41027
30.0000,18.7720,1.800000,0.00968,5.90216,13.95325
30.0000,17.8720,1.850000,0.01026,6.19738,15.59855
30.0000,17.0130,1.900000,0.00751,6.30371,16.80902
30.0000,16.1950,1.950000,0.00793,6.64363,18.87548
30.0000,15.4150,2.000000,0.00837,7.0155,21.23058
30.0000,14.6710,2.050000,0.00961,9.70726,34.318
30.0000,13.9630,2.100000,0.01011,9.9349,37.15007
30.0000,13.2880,2.150000,0.01064,10.19815,40.35031
30.0000,12.6460,2.200000,0.01119,10.49989,43.96456
30.0000,12.0330,2.250000,0.01178,10.84516,48.06941
30.0000,11.4510,2.300000,0.01239,11.23602,52.71115
30.0000,10.8960,2.350000,0.01303,11.67836,57.98815
30.0000,10.3670,2.400000,0.01371,12.17673,63.99101
30.0000,9.8640,2.450000,0.01442,12.73467,70.80741
30.0000,9.3850,2.500000,0.01517,13.35797,78.56235
30.0000,8.9290,2.550000,0.01595,14.05175,87.38539
30.0000,8.4960,2.600000,0.01677,14.8195,97.398
30.0000,8.0830,2.650000,0.02136,21.14579,119.61645
30.0000,7.6900,2.700000,0.02247,21.85529,132.12472
30.0000,7.3160,2.750000,0.02363,22.65768,146.34348
30.0000,6.9600,2.800000,0.02485,23.56204,162.51771
30.0000,6.6210,2.850000,0.02614,24.57827,180.93047
30.0000,6.2990,2.900000,0.02749,25.71337,201.84023
30.0000,5.9920,2.950000,0.02891,26.98193,225.67695
30.0000,5.7000,3.000000,0.0304,28.3921,252.78951
35.0000,174.3000,-3.000000,0.03247,25.14815,218.47508
35.0000,174.0080,-2.950000,0.03087,23.98138,195.25442
35.0000,173.7010,-2.900000,0.02935,22.93551,174.83891
35.0000,173.3790,-2.850000,0.02791,22.00312,156.92903
35.0000,173.0400,-2.800000,0.02654,21.1715,141.15584
35.0000,172.6840,-2.750000,0.02523,20.43422,127.29736
35.0000,172.3100,-2.700000,0.02398,19.78255,115.1106
35.0000,171.9170,-2.650000,0.0228,19.20846,104.38528
35.0000,171.5040,-2.600000,0.0175,13.07408,84.64452
35.0000,171.0710,-2.550000,0.01664,12.43495,76.07588
35.0000,170.6150,-2.500000,0.01582,11.85917,68.52414
35.0000,170.1360,-2.450000,0.01504,11.34354,61.88491
35.0000,169.6330,-2.400000,0.01429,10.88349,56.04688
35.0000,169.1040,-2.350000,0.01359,10.47395,50.90273
35.0000,168.5490,-2.300000,0.01291,10.11167,46.37716
35.0000,167.9670,-2.250000,0.01227,9.79262,42.39248
35.0000,167.3540,-2.200000,0.01166,9.5117,38.86431
35.0000,166.7120,-2.150000,0.01108,9.26698,35.75311
35.0000,166.0370,-2.100000,0.01053,9.05413,32.99333
35.0000,165.3290,-2.050000,0.01,8.8706,30.54593
35.0000,164.5850,-2.000000,0.00863,6.29134,18.23124
35.0000,163.8050,-1.950000,0.00817,5.97988,16.22033
35.0000,162.9870,-1.900000,0.00774,5.69566,14.45748
35.0000,162.1280,-1.850000,0.01081,5.70344,13.14152
35.0000,161.2280,-1.800000,0.01018,5.45169,11.75087
35.0000,160.2840,-1.750000,0.00927,4.87243,10.70093
35.0000,159.2940,-1.700000,0.00873,4.62814,9.60607
35.0000,158.2570,-1.650000,0.00822,4.40455,8.63983
35.0000,157.1710,-1.600000,0.00775,4.20004,7.78871
35.0000,156.0340,-1.550000,0.01276,4.51061,7.09291
35.0000,154.8430,-1.500000,0.0119,4.30231,6.42025
35.0000,153.5980,-1.450000,0.01109,4.11172,5.833
35.0000,152.2950,-1.400000,0.01034,3.93704,5.3208
35.0000,150.9330,-1.350000,0.00965,3.77707,4.87567
35.0000,149.5110,-1.300000,0.00899,3.63065,4.49016
35.0000,148.0250,-1.250000,0.01934,4.50318,4.18645
35.0000,146.4760,-1.200000,0.01773,4.28797,3.90088
35.0000,144.8610,-1.150000,0.01624,4.09089,3.65504
35.0000,143.1780,-1.100000,0.01486,3.91023,3.44381
35.0000,141.4260,-1.050000,0.01357,3.74452,3.2627
35.0000,139.6050,-1.000000,0.01238,3.59254,3.10775
35.0000,137.7130,-0.950000,0.01047,3.38734,2.94235
35.0000,135.7500,-0.900000,0.42572,21.98743,3.91836
35.0000,133.7150,-0.850000,0.01071,3.32209,2.6901
35.0000,131.6080,-0.800000,0.01092,3.30093,2.60675
35.0000,129.4310,-0.750000,0.01114,3.28258,2.53572
35.0000,127.1830,-0.700000,0.01136,3.26667,2.47531
35.0000,124.8670,-0.650000,0.01158,3.25292,2.42411
35.0000,122.4830,-0.600000,0.0118,3.24105,2.38081
35.0000,120.0340,-0.550000,0.01201,3.23083,2.34434
35.0000,117.5240,-0.500000,0.01222,3.22206,2.31375
35.0000,114.9550,-0.450000,0.01242,3.21458,2.28818
35.0000,112.3310,-0.400000,0.01261,3.20823,2.26694
35.0000,109.6560,-0.350000,0.01278,3.20288,2.24944
35.0000,106.9370,-0.300000,0.01293,3.19845,2.23517
35.0000,104.1770,-0.250000,0.01307,3.19483,2.22373
35.0000,101.3840,-0.200000,0.01318,3.19196,2.21479
35.0000,98.5620,-0.150000,0.01327,3.18978,2.20809
35.0000,95.7200,-0.100000,0.01333,3.18826,2.20344
35.0000,92.8640,-0.050000,0.01337,3.18735,2.20071
35.0000,90.0000,0.000000,0.01339,3.18704,2.21859
35.0000,87.1360,0.050000,0.01337,3.18733,2.22674
35.0000,84.2800,0.100000,0.01333,3.18822,2.2297
35.0000,81.4380,0.150000,0.01327,3.18973,2.23473
35.0000,78.6160,0.200000,0.01318,3.19189,2.24197
35.0000,75.8230,0.250000,0.01307,3.19474,2.2516
35.0000,73.0630,0.300000,0.01293,3.19834,2.26391
35.0000,70.3440,0.350000,0.01278,3.20276,2.27921
35.0000,67.6690,0.400000,0.01261,3.20808,2.29795
35.0000,65.0450,0.450000,0.01242,3.21442,2.32062
35.0000,62.4760,0.500000,0.01222,3.22189,2.34783
35.0000,59.9660,0.550000,0.01201,3.23064,2.3803
35.0000,57.5170,0.600000,0.0118,3.24084,2.41891
35.0000,55.1330,0.650000,0.01158,3.2527,2.46464
35.0000,52.8170,0.700000,0.01136,3.26644,2.51859
35.0000,50.5690,0.750000,0.01114,3.28234,2.58213
35.0000,48.3920,0.800000,0.01092,3.30069,2.65672
35.0000,46.2850,0.850000,0.01071,3.32185,2.74414
35.0000,44.2500,0.900000,0.42573,21.98796,3.90853
35.0000,42.2870,0.950000,0.01047,3.38734,2.99491
35.0000,40.3950,1.000000,0.01238,3.59255,3.18608
35.0000,38.5740,1.050000,0.01357,3.74453,3.34469
35.0000,36.8220,1.100000,0.01486,3.91024,3.52971
35.0000,35.1390,1.150000,0.01624,4.09091,3.74518
35.0000,33.5240,1.200000,0.01773,4.28799,3.99569
35.0000,31.9750,1.250000,0.01934,4.50321,4.2865
35.0000,30.4890,1.300000,0.00899,3.63061,4.68213
35.0000,29.0670,1.350000,0.00965,3.77702,5.08133
35.0000,27.7050,1.400000,0.01034,3.93698,5.54093
35.0000,26.4020,1.450000,0.01109,4.11164,6.06857
35.0000,25.1570,1.500000,0.0119,4.30222,6.67252
35.0000,23.9660,1.550000,0.01277,4.51051,7.36348
35.0000,22.8290,1.600000,0.00775,4.20005,7.85233
35.0000,21.7430,1.650000,0.00822,4.40456,8.71933
35.0000,20.7060,1.700000,0.00873,4.62815,9.70581
35.0000,19.7160,1.750000,0.00927,4.87244,10.82615
35.0000,18.7720,1.800000,0.01018,5.45166,12.17971
35.0000,17.8720,1.850000,0.01081,5.70342,13.58317
35.0000,17.0130,1.900000,0.00774,5.69567,14.60837
35.0000,16.1950,1.950000,0.00817,5.97989,16.37506
35.0000,15.4150,2.000000,0.00863,6.29135,18.39028
35.0000,14.6710,2.050000,0.01,8.8706,30.54593
35.0000,13.9630,2.100000,0.01053,9.05413,32.99333
35.0000,13.2880,2.150000,0.01108,9.26698,35.75311
35.0000,12.6460,2.200000,0.01166,9.5117,38.86431
35.0000,12.0330,2.250000,0.01227,9.79262,42.39248
35.0000,11.4510,2.300000,0.01291,10.11167,46.37716
35.0000,10.8960,2.350000,0.01359,10.47395,50.90273
35.0000,10.3670,2.400000,0.01429,10.88349,56.04688
35.0000,9.8640,2.450000,0.01504,11.34354,61.88491
35.0000,9.3850,2.500000,0.01582,11.85917,68.52414
35.0000,8.9290,2.550000,0.01664,12.43495,76.07588
35.0000,8.4960,2.600000,0.0175,13.07408,84.64452
35.0000,8.0830,2.650000,0.0228,19.20846,104.38528
35.0000,7.6900,2.700000,0.02398,19.78255,115.1106
35.0000,7.3160,2.750000,0.02523,20.43422,127.29736
35.0000,6.9600,2.800000,0.02654,21.1715,141.15584
35.0000,6.6210,2.850000,0.02791,22.00312,156.92903
35.0000,6.2990,2.900000,0.02935,22.93551,174.83891
35.0000,5.9920,2.950000,0.03087,23.98138,195.25442
35.0000,5.7000,3.000000,0.03247,25.14815,218.47508
40.0000,174.3000,-3.000000,0.03471,22.79553,192.79515
40.0000,174.0080,-2.950000,0.033,21.81248,172.48996
40.0000,173.7010,-2.900000,0.03138,20.93442,154.6367
40.0000,173.3790,-2.850000,0.02983,20.15442,138.9729
40.0000,173.0400,-2.800000,0.02836,19.46125,125.17538
40.0000,172.6840,-2.750000,0.02696,18.84892,113.04954
40.0000,172.3100,-2.700000,0.02563,18.3096,102.38249
40.0000,171.9170,-2.650000,0.02436,17.83611,92.99001
40.0000,171.5040,-2.600000,0.0183,11.79898,75.10685
40.0000,171.0710,-2.550000,0.0174,11.25696,67.61877
40.0000,170.6150,-2.500000,0.01654,10.77017,61.01792
40.0000,170.1360,-2.450000,0.01572,10.3356,55.21273
40.0000,169.6330,-2.400000,0.01494,9.94912,50.10562
40.0000,169.1040,-2.350000,0.0142,9.60616,45.60256
40.0000,168.5490,-2.300000,0.01349,9.30374,41.6376
40.0000,167.9670,-2.250000,0.01282,9.03823,38.14275
40.0000,167.3540,-2.200000,0.01218,8.80515,35.04419
40.0000,166.7120,-2.150000,0.01157,8.60268,32.30752
40.0000,166.0370,-2.100000,0.01099,8.42705,29.87549
40.0000,165.3290,-2.050000,0.01044,8.27599,27.7142
40.0000,164.5850,-2.000000,0.00892,5.76465,16.1024
40.0000,163.8050,-1.950000,0.00843,5.49787,14.34745
40.0000,162.9870,-1.900000,0.00798,5.25474,12.8105
40.0000,162.1280,-1.850000,0.01141,5.355,11.65382
40.0000,161.2280,-1.800000,0.01073,5.13463,10.44546
40.0000,160.2840,-1.750000,0.00975,4.53132,9.52783
40.0000,159.2940,-1.700000,0.00917,4.31609,8.56647
40.0000,158.2570,-1.650000,0.00862,4.11924,7.71975
40.0000,157.1710,-1.600000,0.00811,3.93931,6.97557
40.0000,156.0340,-1.550000,0.01381,4.32251,6.36225
40.0000,154.8430,-1.500000,0.01285,4.13007,5.7781
40.0000,153.5980,-1.450000,0.01196,3.95405,5.26967
40.0000,152.2950,-1.400000,0.01113,3.79274,4.82771
40.0000,150.9330,-1.350000,0.01036,3.64499,4.44498
40.0000,149.5110,-1.300000,0.00963,3.50972,4.11476
40.0000,148.0250,-1.250000,0.02152,4.41058,3.86921
40.0000,146.4760,-1.200000,0.0197,4.2018,3.62435
40.0000,144.8610,-1.150000,0.01801,4.01066,3.41414
40.0000,143.1780,-1.100000,0.01645,3.83545,3.23393
40.0000,141.4260,-1.050000,0.015,3.67473,3.07971
40.0000,139.6050,-1.000000,0.01365,3.52728,2.94794
40.0000,137.7130,-0.950000,0.01149,3.33114,2.78955
40.0000,135.7500,-0.900000,0.48656,21.98796,3.83934
40.0000,133.7150,-0.850000,0.01182,3.27223,2.56532
40.0000,131.6080,-0.800000,0.01209,3.25594,2.49616
40.0000,129.4310,-0.750000,0.01235,3.24184,2.43753
40.0000,127.1830,-0.700000,0.01262,3.22966,2.38791
40.0000,124.8670,-0.650000,0.01289,3.21915,2.34609
40.0000,122.4830,-0.600000,0.01316,3.21009,2.31092
40.0000,120.0340,-0.550000,0.01342,3.20231,2.28143
40.0000,117.5240,-0.500000,0.01367,3.19565,2.25681
40.0000,114.9550,-0.450000,0.01391,3.18997,2.23632
40.0000,112.3310,-0.400000,0.01413,3.18515,2.21936
40.0000,109.6560,-0.350000,0.01433,3.18111,2.20543
40.0000,106.9370,-0.300000,0.01452,3.17775,2.19412
40.0000,104.1770,-0.250000,0.01468,3.17502,2.18506
40.0000,101.3840,-0.200000,0.01481,3.17285,2.178
40.0000,98.5620,-0.150000,0.01492,3.17121,2.17271
40.0000,95.7200,-0.100000,0.015,3.17006,2.16905
40.0000,92.8640,-0.050000,0.01504,3.16937,2.16689
40.0000,90.0000,0.000000,0.01506,3.16914,2.18236
